text,user,created_at,geo,location
"If you're looking for work in #Spartanburg, SC, check out this #job: https://t.co/8yaknGDoAu #IT #Hiring #CareerArc",TMJ-GRN IT Adm. Jobs,Wed Dec 06 17:58:42 +0000 2017,"[34.9495672, -81.9320482]","Spartanburg, SC"
"Want to work in #DownersGrove, IL? View our latest opening: https://t.co/g4SjactAgB #Sales #Job #Jobs #Hiring #CareerArc",TMJ - CHI Sales Jobs,Wed Dec 06 17:58:42 +0000 2017,"[41.8089191, -88.0111746]","Downers Grove, IL"
"Shine like a diamond 💎 !!!! 🚙 
.
.
.
#Malibu #Chevy #BabygotaShower #workhardforwhatyouwant… https://t.co/KkC4FUjY9j",Rafael Mojica,Wed Dec 06 17:58:42 +0000 2017,"[28.4738998, -81.3065186]","Orlando, FL"
It’s all in the details .. #doseofdetails #ootd #detailshot #zara #humpdayvibes @ Dante https://t.co/cw89z0OIUz,Dose of Details,Wed Dec 06 17:58:42 +0000 2017,"[40.7287899, -74.00165]","Manhattan, NY"
RIDE ANDES - New 2018 Uruguay - Beaches &amp; Estancias   https://t.co/9nAGyJmGEB,Sally Vergette,Wed Dec 06 17:58:43 +0000 2017,"[40.7207559, -74.0007613]","Manhattan, NY"
FRIDAY DECEMBER 8th 5-11pm come enjoy the amazing lanterns and KBBQ to warm you up! #cleanfood… https://t.co/8EkYm6QV87,Seoul Man Food Truck,Wed Dec 06 17:58:43 +0000 2017,"[32.78335353, -117.12012587]","San Diego, CA"
This #job might be a great fit for you: Python Developer - https://t.co/rm1ncKGlDy #Python #Relocate #NYC… https://t.co/OUWGMFXBI5,"Envision, LLC",Wed Dec 06 17:58:43 +0000 2017,"[38.6270025, -90.1994042]","St Louis, MO"
"Can you recommend anyone for this #job in #Portland, OR? https://t.co/364D32vNbH #Healthcare #Hiring #CareerArc",TMJ- PDX Health Jobs,Wed Dec 06 17:58:45 +0000 2017,"[45.5230622, -122.6764816]","Portland, OR"
Hey Graduating Panthers! Don’t forget TODAY is the last day of Grad Send Off at MMC till 6pm!… https://t.co/bOugSenj00,FIU Career,Wed Dec 06 17:58:47 +0000 2017,"[25.75615465, -80.37257377]","University Park, FL"
This is #truth. It’s often funny how when you start something you literally haven’t got a clue… https://t.co/Yj6ZCiEyRg,Ian Houghton,Wed Dec 06 17:58:47 +0000 2017,"[25.7877, -80.2241]","Miami, FL"
"Join the Advance Auto Parts team! See our latest #job opening here: https://t.co/ueuvm8vNPk #Automotive #Manchester, TN #Hiring #CareerArc",Tennessee Auto.,Wed Dec 06 17:58:47 +0000 2017,"[35.4656842, -86.0682001]","Manchester, TN"
"We're #hiring! Read about our latest #job opening here: Retail Sales Specialist - https://t.co/dVtgWQbr9n #CedarRapids, IA #CareerArc",TMJ-IAR Retail Jobs,Wed Dec 06 17:58:48 +0000 2017,"[41.9623608, -91.7167117]","Cedar Rapids, IA"
"Join the Liberty Mutual Insurance team! See our latest #job opening here: https://t.co/PdZ6Elzaug #Legal #Boston, MA #CareerArc",TMJ-BOS Legal Jobs,Wed Dec 06 17:58:48 +0000 2017,"[42.3600825, -71.0588801]","Boston, MA"
"A Christmas Carol Entirely From Memory opens tomorrow, December 7th at 9pm at TADA on 28th and… https://t.co/Key2i2KjuI",Entirely From Memory,Wed Dec 06 17:58:49 +0000 2017,"[40.745121, -73.987999]","Manhattan, NY"
"This #job might be a great fit for you: Customer Service Associate I - https://t.co/hzl4l6kgfh #Retail #NewHaven, CT #Hiring #CareerArc",TMJ-CTM Retail Jobs,Wed Dec 06 17:58:49 +0000 2017,"[41.3217131, -72.8810163]","New Haven, CT"
[01:36:19] 13.229.112.237:40653 &gt;&gt; :102 (TCP:SYN),infosrv,Wed Dec 06 17:58:49 +0000 2017,"[41.1271, -73.4416]","Norwalk, CT"
"On stock! Creature Comforts Tropicalia, and Table Beer, and Burnt Hickory Ezekiel's Wheel Pale… https://t.co/WslTj3yr1Z",TheFoundryGrowler,Wed Dec 06 17:58:49 +0000 2017,"[34.25804, -85.17355]","Rome, GA"
"This #job might be a great fit for you: Asst. F&amp;B Manager - https://t.co/HuPBhLNwbT #Hospitality #Washington, DC #Hiring",Trump Hotels Jobs,Wed Dec 06 17:58:49 +0000 2017,"[38.8940974, -77.0276216]","Washington, DC"
"Join the Starbucks team! See our latest #job opening here: https://t.co/SReS2saENa #CustomerService #Phoenix, AZ #Hiring #CareerArc",TMJ-AZS Cust. Srv.,Wed Dec 06 17:58:49 +0000 2017,"[33.4792743, -111.9876077]","Phoenix, AZ"
"Can you recommend anyone for this #job in #Livonia, MI? https://t.co/4Pxv8Bp8JG #restaurantlife #Serverlife #Hiring #CareerArc",TMJ-MIN HRTA Jobs,Wed Dec 06 17:58:49 +0000 2017,"[42.4123971, -83.4168523]","Livonia, MI"
"If you're looking for work in #Purchase, NY, check out this #job: https://t.co/7DXPtkKDh7 #Aerospace #Hiring #CareerArc",Ramapo Aviation,Wed Dec 06 17:58:49 +0000 2017,"[41.0400135, -73.7144477]","Harrison, NY"
"Interested in a #job in #HuntingtonBeach, CA? This could be a great fit: https://t.co/rCgrOag3ni #merchandiser #Hiring",Reyes Beverage Group,Wed Dec 06 17:58:49 +0000 2017,"[33.660297, -117.9992265]","Huntington Beach, CA"
"Want to work at MedExpress? We're #hiring in #Muncie, IN! Click for details: https://t.co/qZDOICXu01 #Nurse #RN… https://t.co/olW2uogSuJ",MedExpress Jobs,Wed Dec 06 17:58:49 +0000 2017,"[40.1933767, -85.3863599]","Muncie, IN"
‘‘Tis the season! #boating #wishes #carefreeboatclub #virginiabeach #familygoals #fun #friends @… https://t.co/cHlBA6Q0Vo,CBC VB,Wed Dec 06 17:58:50 +0000 2017,"[36.90410588, -76.07360784]","Virginia Beach, VA"
"Interested in a #job in #Chesterfield, MI? This could be a great fit: https://t.co/0Poqm3vFks #Retail #Hiring #CareerArc",TMJ-MIT Retail Jobs,Wed Dec 06 17:58:51 +0000 2017,"[42.6628105, -82.8424208]","Chesterfield, MI"
"Want to work in #Detroit, MI? View our latest opening: https://t.co/LdaDy02zXH #NettempsJobs #BusinessMgmt #Job #Jobs #Hiring #CareerArc",TMJ-DTW Mgmt. Jobs,Wed Dec 06 17:58:51 +0000 2017,"[42.348495, -83.0602998]","Detroit, MI"
"Can you recommend anyone for this #job in #Martinez, CA? https://t.co/uhOdTCN4Y3 #Accounting #Hiring #CareerArc",TMJ-SFO Acct. Jobs,Wed Dec 06 17:58:51 +0000 2017,"[38.0193657, -122.1341321]","Martinez, CA"
"Want to work at OfficeTeam? We're #hiring in #Middleton, WI! Click for details: https://t.co/jmCrbKfNnI… https://t.co/AIG89NDfNU",TMJ-MAD CstSrv Jobs,Wed Dec 06 17:58:51 +0000 2017,"[43.0972174, -89.5042876]","Middleton, WI"
"Interested in a #job in #Holyoke, MA? This could be a great fit: https://t.co/YOBcY2a5ns #Retail #Hiring #CareerArc",TMJ-CTN Retail Jobs,Wed Dec 06 17:58:51 +0000 2017,"[42.1726224, -72.6417541]","Holyoke, MA"
Join the Kelly Services team! See our latest #job opening here: https://t.co/g5IOscHmUZ #KellyJobs #KellyServices… https://t.co/cteBnn9Ows,Louisiana Education,Wed Dec 06 17:58:51 +0000 2017,"[30.5882429, -91.168163]","Baker, LA"
"Want to work at Zoës Kitchen? We're #hiring in #Matthews, NC! Click for details: https://t.co/Gi1F6dBCBC… https://t.co/vke9XgYaDE",TMJ-CLT CstSrv Jobs,Wed Dec 06 17:58:51 +0000 2017,"[35.1278973, -80.6993645]","Matthews, NC"
"Interested in a #job in #SanAntonio, TX? This could be a great fit: https://t.co/WX6tBkVGoI #cintasjobs #Manufacturing #Hiring #CareerArc",TMJ - SAT Manuf Jobs,Wed Dec 06 17:58:51 +0000 2017,"[29.4241219, -98.4936282]","San Antonio, TX"
"This #job might be a great fit for you: Sales Lead - https://t.co/9h1obzeUTt #Sales #Metairie, LA #Hiring #CareerArc",TMJ-LAN Sales Jobs,Wed Dec 06 17:58:51 +0000 2017,"[29.9840922, -90.1528519]","Metairie, LA"
"If you're looking for work in #Middlebury, IN, check out this #job: https://t.co/aksSfeRGg4 #Retail #Hiring #CareerArc",TMJ-KAL Retail Jobs,Wed Dec 06 17:58:52 +0000 2017,"[41.675328, -85.7061011]","Middlebury, IN"
"As a Hair Stylist, build a loyal guest list, enjoy a flexible schedule and work in color. #joinhaircuttery… https://t.co/OcALINMBZL",TMJ-FLD Cosmo Jobs,Wed Dec 06 17:58:52 +0000 2017,"[29.1383165, -80.9956105]","Port Orange, FL"
Donations are rolling in! Hypno peeps are the best ❤ #venturastrong #thomasfire #hypnolove… https://t.co/BYQCuXKlXo,Hypno Comics,Wed Dec 06 17:58:52 +0000 2017,"[34.27888164, -119.27310523]","Ventura, CA"
"Want to work in #ElPaso, TX? View our latest opening: https://t.co/DgzIj6a13p #Hospitality #Job #Jobs #Hiring #CareerArc",TMJ-ELP HRTA Jobs,Wed Dec 06 17:58:54 +0000 2017,"[31.8164775, -106.5469794]","El Paso, TX"
"See our latest #NewYork, NY #job and click to apply: Arch Expert - https://t.co/CYpFAYI0f4 #Cosmetology #Hiring #CareerArc",TMJ-NYC Cosmo Jobs,Wed Dec 06 17:58:54 +0000 2017,"[40.7789452, -73.9542683]","Manhattan, NY"
! Hot chicks always adore a great photographer 😘🤩🤩@vinniegotti #fashionphotohrapher  #celebrate… https://t.co/jQdWb8t1yM,Charmaine Joie,Wed Dec 06 17:58:56 +0000 2017,"[33.6929, -118.0]","Huntington Beach, CA"
"It might be chilly outside but emoji_the_pup doesn’t mind! 

#bernedoodle #dogsofinstagram #cold… https://t.co/eGz9281Iwq",Lisa Meade,Wed Dec 06 17:58:57 +0000 2017,"[38.8803, -77.1083]","Arlington, VA"
"6 December 2017
No break on LA / Ventura fires. @ The Beautiful Beach Of Hollywood https://t.co/zgl9H7UUuA",Robert David,Wed Dec 06 17:58:57 +0000 2017,"[26.02358469, -80.11511315]","Hollywood, FL"
"・・・
Catch the Flava Unit at the Dollar Tree on Gilbert &amp; Germann Rd. N Gilbert for our… https://t.co/G9IYlifwFV",DJ Rokkwilder,Wed Dec 06 17:58:57 +0000 2017,"[33.27950679, -111.79527888]","Chandler, AZ"
Lawrence Taylor auto plate 1/1 @ Big League Cards Orlando https://t.co/keaPjS7NvQ,Big League CardStore,Wed Dec 06 17:58:58 +0000 2017,"[28.64932376, -81.32486165]","Casselberry, FL"
Amazing night with the amazing indianolafranklin at the Kohler Experience Center opening in… https://t.co/yodhme5xAD,David Franklin,Wed Dec 06 17:58:58 +0000 2017,"[34.0879, -118.372]","West Hollywood, CA"
👉NEXT_LEVEL_HAIR_LOUNGE💈 👀#5054GermantownAve 👈 #everywhereUnowhere🙈🙊😂😂 #barberlife #barberlove… https://t.co/8HDwpXTjw6,Jihad Da Barber,Wed Dec 06 17:58:58 +0000 2017,"[40.02984, -75.16541]","Philadelphia, PA"
Updated: Incident on #I95S SB at Exit 10 (LEDGE RD) https://t.co/yy9MhZiyAr,511 New York,Wed Dec 06 17:58:59 +0000 2017,"[41.071104, -73.483623]","Darien, CT"
"Greetings of the Season from the Monster. #quaintvillagesde (at @DoverDowns Hotel &amp; Casino in Dover, DE)… https://t.co/rxpwmeRdwK",Jan Crumpley,Wed Dec 06 17:58:59 +0000 2017,"[39.18872622, -75.53370953]","Dover, DE"
Ladies Night ! Free Admission ! #greatmusic🎶 #greatdrinks🍻🍸🍹🍺🍷 #greatservers🤝 #freebuffett… https://t.co/rPcnyz2xOk,Tanqueray II,Wed Dec 06 17:59:00 +0000 2017,"[33.71311, -84.2700799]","Panthersville, GA"
Cleared: Construction on #S15N NB at Exit 67 (EAST MAIN ST),511 New York,Wed Dec 06 17:59:00 +0000 2017,"[41.522479, -72.770433]","Meriden, CT"
"💦 1st Thursday at @drafterdark1
👅 #eroticnights #openmic
😜 Erotic Topics Only @ Smoken Words https://t.co/oTc7yExhT0",DeTyme POET,Wed Dec 06 17:59:01 +0000 2017,"[28.0501313, -82.4263149]","Tampa, FL"
We're #hiring! Click to apply: Seasonal Freight Associate (Early Morning) - https://t.co/6IeAVdG4Kk #Retail… https://t.co/8ruQVZOSAv,TMJ-CLE Retail Jobs,Wed Dec 06 17:59:01 +0000 2017,"[41.3174524, -81.5047772]","Macedonia, OH"
"I'm at Best Comics in New Hyde Park, NY https://t.co/PpOm7iwOMm",Christopher Freda,Wed Dec 06 17:59:01 +0000 2017,"[40.73310641, -73.6822723]","New Hyde Park, NY"
Some @paniniamerica Preferred football about to be opened @ Big League Cards Orlando https://t.co/097gpltIXt,Big League CardStore,Wed Dec 06 17:59:01 +0000 2017,"[28.64932376, -81.32486165]","Casselberry, FL"
"See our latest #Boston, MA #job and click to apply: AIS Perf Analytics Manager, Senior Associate - https://t.co/zGrnYFWnY6 #Finance #Hiring",Jobs at State Street,Wed Dec 06 17:59:01 +0000 2017,"[42.3600825, -71.0588801]","Boston, MA"
"See our latest #Troy, MI #job and click to apply: Receptionist - https://t.co/0XxpNwGAEV #Clerical #Hiring #CareerArc",TMJ-DTW Cleric. Jobs,Wed Dec 06 17:59:01 +0000 2017,"[42.6064095, -83.1497751]","Troy, MI"
"See our latest #SanGabriel, CA #job and click to apply: Life Enrichment Manager - https://t.co/P9soG2bQS5 #Hiring #CareerArc",Los Angeles Jobs,Wed Dec 06 17:59:01 +0000 2017,"[34.0961111, -118.1058333]","San Gabriel, CA"
"See our latest #Ponderay, ID #job and click to apply: Hair Stylist - https://t.co/jTtRGwDITk #Cosmetology #Hiring #CareerArc",TMJ-IDS Cosmo Jobs,Wed Dec 06 17:59:02 +0000 2017,"[48.3092452, -116.5387625]","Ponderay, ID"
"@bostonmarket has #WiFi! And sweet potatoes! It’s a good day!

#EasyToPlease #TellYourManFriends… https://t.co/nLE71oa5kH",Debra R,Wed Dec 06 17:59:02 +0000 2017,"[29.75267562, -95.40327453]","Houston, TX"
"She decorated the White House for the First Ladies, and now Coleen Christian Burke is giving us… https://t.co/9y5awcfNM4",Suncoast View,Wed Dec 06 17:59:02 +0000 2017,"[27.34478169, -82.54099131]","Sarasota, FL"
"Michael Kors LSU Purple Leather Small Key Chain Wallet!
Originally $90, our price is only… https://t.co/KhswA3fHJp",Meta Exchange,Wed Dec 06 17:59:02 +0000 2017,"[30.38128, -91.09799]","Oak Hills Place, LA"
"UNWANTED PERSON at 300 BLOCK OF SW 11TH AVE, PORTLAND, OR [Portland Police #PP17000402881] 09:45 #pdx911",Portland Police log,Wed Dec 06 17:59:02 +0000 2017,"[45.522472, -122.681876]","Portland, OR"
Beautiful Morning with the men in blue. @ A Better Way Massage and Acupuncture https://t.co/17qqWC510r,MassageAcupuncture,Wed Dec 06 17:59:03 +0000 2017,"[48.7542114, -122.4956512]","Bellingham, WA"
"TRIMET INCIDENT - PRIORITY at 10200 BLOCK OF N EXPO RD, PORTLAND, OR [Portland Police #PP17000402860] 09:32 #pdx911",Portland Police log,Wed Dec 06 17:59:03 +0000 2017,"[45.596675, -122.686006]","Portland, OR"
"Couple of clubhouse leaders for delivery this week...
#suit #bespoke #details #flannel #gq… https://t.co/SHC4HtTZbM",Damon W. Perry,Wed Dec 06 17:59:03 +0000 2017,"[42.4311792, -83.4837032]","Northville, MI"
Thank you to cbi_hb for the @copa_vida cold brew and #vondaleescheesecakeinacup we love it!!… https://t.co/JZx3DCZqlo,AVRP Skyport,Wed Dec 06 17:59:03 +0000 2017,"[32.7127461, -117.1493191]","San Diego, CA"
Accident cleared in #Pittsburgh on E Carson St at S 24th St #traffic https://t.co/SL0Oqn0Vyr,TTWN Pittsburgh,Wed Dec 06 17:59:04 +0000 2017,"[40.4282, -79.97116]","Pittsburgh, PA"
"We're #hiring! Click to apply: Host/Hostess - https://t.co/EIVf9yDFYg #Hospitality #Nanuet, NY #Job #Jobs #CareerArc",Ramapo Hospitality,Wed Dec 06 17:59:04 +0000 2017,"[41.1001517, -74.0201607]","Nanuet, NY"
"Can you recommend anyone for this #job? CDL A Owner Operator, Drop &amp; Hook - https://t.co/Or1Y7QiiAL #Transportation… https://t.co/nudVPgyDYb",TMJ-STL Transp. Jobs,Wed Dec 06 17:59:04 +0000 2017,"[38.4819976, -90.7415194]","Pacific, MO"
"This #job might be a great fit for you: Performance Engineer Manager - https://t.co/EUDNn53aFJ #ProjectMgmt #Woonsocket, RI #Hiring",CVS Health Jobs,Wed Dec 06 17:59:05 +0000 2017,"[42.0028761, -71.5147839]","Woonsocket, RI"
"The accident has cleared and all lanes are open per cameras. in #InAuburnHills on M-59 EB at I-75, traffic flowing freely back to Opdyke Rd",TTWN Detroit,Wed Dec 06 17:59:05 +0000 2017,"[42.64185, -83.23245]","Auburn Hills, MI"
L.I. F. E™ Living Ina Fulltime Era ... 1004 Westside dr Greensboro NC (walking distance from… https://t.co/GyjQ3IJHHA,CHRISTY WILLIAMS,Wed Dec 06 17:59:06 +0000 2017,"[36.08537, -79.770549]","Greensboro, NC"
@misssherryvine is itching to show you all of her #AdultContent at @ThisIsItMKE on Friday in… https://t.co/XJvT2l4UH0,This is It!,Wed Dec 06 17:59:06 +0000 2017,"[43.04145, -87.90595]","Milwaukee, WI"
"Want to work in #Encinitas, CA? View our latest opening: https://t.co/x6OEP1e5IV #Retail #Job #Jobs #Hiring #CareerArc",TMJ-LAJ Retail Jobs,Wed Dec 06 17:59:06 +0000 2017,"[33.0369867, -117.2919818]","Encinitas, CA"
Road Work - HARTFORD #I91 North at Exit 32 (I-84WB x32A &amp; TRUMBULL ST x32B) at 12/6/2017 12:58:49 PM #cttraffic,Statewide CTDOT,Wed Dec 06 17:59:07 +0000 2017,"[41.759614, -72.665239]","Hartford, CT"
Road Work - HARTFORD #I91 North at Exit 32 (I-84WB x32A &amp; TRUMBULL ST x32B) at 12/6/2017 12:58:49 PM #cttraffic,District1 CTDOT,Wed Dec 06 17:59:07 +0000 2017,"[41.759614, -72.665239]","Hartford, CT"
"The Italian Dip #sandwich @corestaurant. #dipworthy! Red wine braised brisket, pepperoncini,… https://t.co/XAiGKYLhYT",Shari Bayer,Wed Dec 06 17:59:07 +0000 2017,"[40.74725696, -74.00051594]","Manhattan, NY"
"If you're looking for work in #Norcross, GA, check out this #job: https://t.co/No9C9QQ7Qo #Sales #Hiring #CareerArc",Atlanta Sales Jobs,Wed Dec 06 17:59:07 +0000 2017,"[33.9412127, -84.2135309]","Norcross, GA"
Last nights event for #robertbotto on his new book release. Good laughs and great people. We… https://t.co/i8zywoF91c,David F Sanchez,Wed Dec 06 17:59:07 +0000 2017,"[33.82041168, -117.83804427]","Orange, CA"
#tatsumaki #deviantart #fanart #opm #onepunchman #anime #animefan #fanart #podcast #followus… https://t.co/zIZfhqNHGl,BodysnatchersPodcast,Wed Dec 06 17:59:07 +0000 2017,"[41.8369, -87.6844]","Chicago, IL"
"Even if I'm no longer a resident of #SATX, it feels good to still be connected to Pastor/Bishop… https://t.co/tra3PFqyWY",Matthew Newman,Wed Dec 06 17:59:07 +0000 2017,"[32.67358331, -97.49444342]","Benbrook, TX"
"See our latest #BocaRaton, FL #job and click to apply: Bilingual Customer Service Representative -… https://t.co/x9sdOlEbUQ",TMJ-FLF CstSrv Jobs,Wed Dec 06 17:59:08 +0000 2017,"[26.351929, -80.1142434]","Boca Raton, FL"
"It’s Hoodie Season Ladies😄🙌🏾 | 📸: @Savag3Photos -
-
-
-
Thankful Hoodies - Humble &amp; Faithful… https://t.co/whav2H6HCA",Humble & Faithful Co,Wed Dec 06 17:59:08 +0000 2017,"[33.7489, -84.3881]","Atlanta, GA"
@jbmediagroupde online marketing course #happeningnow from the convenience of @gochairrepair @… https://t.co/uXv9ZMMJPg,Silver River Chairs,Wed Dec 06 17:59:08 +0000 2017,"[35.58507, -82.5665]","Asheville, NC"
"Want to work at Accountemps? We're #hiring in #Livermore, CA! Click for details: https://t.co/8mMFkn1hYA #Accounting #Job #Jobs #CareerArc",TMJ-SJC Acct. Jobs,Wed Dec 06 17:59:09 +0000 2017,"[37.6818745, -121.7680088]","Livermore, CA"
"We're #hiring! Click to apply: CNC Maintenance Technician - https://t.co/wSngQ5bx81 #FacilitiesMgmt #SunPrairie, WI #Job #Jobs #CareerArc",WI Facility Mgmt.,Wed Dec 06 17:59:02 +0000 2017,"[43.1912263, -89.189643]","Sun Prairie, WI"
I’m so excited to bring this back! It’s our one and only #loteriaNights dec. 19th! Bring your… https://t.co/y3zy2IobaX,Veronica Torres,Wed Dec 06 17:59:10 +0000 2017,"[32.7433049, -96.828012]","Dallas, TX"
We're #hiring! Read about our latest #job opening here: Barista/Café Server - Part-Time - https://t.co/U5ZMT26GJ7… https://t.co/WMvxU47wXg,TMJ-NYS HRTA Jobs,Wed Dec 06 17:59:10 +0000 2017,"[42.4329441, -76.5103861]","Ithaca, NY"
"We're #hiring! Read about our latest #job opening here: Programmer Analyst - https://t.co/3bx0RqHQe6 #IT #Memphis, TN #CareerArc",TMJ - MEM IT Jobs,Wed Dec 06 17:59:10 +0000 2017,"[35.1495343, -90.0489801]","Memphis, TN"
"This #job might be a great fit for you: Hair Stylist - https://t.co/1RQnDWkoUG #Cosmetology #MentorOnTheLake, OH #Hiring #CareerArc",TMJ-CLE Cosmo Jobs,Wed Dec 06 17:59:10 +0000 2017,"[41.7076614, -81.358927]","Mentor-on-the-Lake, OH"
"Join the Red Lobster team! See our latest #job opening here: https://t.co/BbdhAKtoPF #Hospitality #Plantation, FL #Hiring #CareerArc",TMJ-MIA HRTA Jobs,Wed Dec 06 17:59:11 +0000 2017,"[26.1132018, -80.2514369]","Plantation, FL"
"We're #hiring! Read about our latest #job opening here: Auto Damage Adjuster Trainee-Omaha, NE -… https://t.co/30hsENBXr5",TMJ-USA Ins. Jobs,Wed Dec 06 17:59:11 +0000 2017,"[41.2523634, -95.9979883]","Omaha, NE"
Can you recommend anyone for this #job? Direct Support Professional - In Home Services - https://t.co/bE6WZ2sonA… https://t.co/db114iAZMb,Meridian Services,Wed Dec 06 17:59:11 +0000 2017,"[45.2332984, -93.2913405]","Andover, MN"
"We're #hiring! Read about our latest #job opening here: Sales Associate, Levi's® Outlet. Sanibel Outlets, Fort Myer… https://t.co/bovx4KmQpL",TMJ-FL Retail Jobs,Wed Dec 06 17:59:11 +0000 2017,"[26.4947005, -81.9721306]","Iona, FL"
"This #job might be a great fit for you: Salesperson - https://t.co/lBvHm76qkB #Automotive #BowlingGreen, KY #Hiring #CareerArc",Kentucky Automotive,Wed Dec 06 17:59:12 +0000 2017,"[36.9476492, -86.4230341]","Bowling Green, KY"
"See our latest #Oakland, CA #job and click to apply: RN Care Manager -Primary Care - Oakland -… https://t.co/aZz3qjv9G9",Jobs at VA,Wed Dec 06 17:59:12 +0000 2017,"[37.8043637, -122.2711137]","Oakland, CA"
